time,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun,municipio
2000-03-29,8.7,4.6,12.6,0.0,,,,,,,ARES
2000-03-30,9.1,5.5,12.5,0.0,,,,,,,ARES
2000-03-31,10.3,5.6,14.0,0.0,,,,,,,ARES
2000-04-01,10.1,7.0,13.8,3.7,,,,,,,ARES
2000-04-02,12.3,9.2,16.4,14.0,,,,,,,ARES
2000-04-03,10.3,9.2,11.6,17.8,,,,,,,ARES
2000-04-04,8.5,6.4,10.4,21.4,,,,,,,ARES
2000-04-05,8.3,5.6,11.4,0.0,,,,,,,ARES
2000-04-06,10.3,5.8,15.6,0.0,,,,,,,ARES
2000-04-07,12.0,8.0,16.8,0.0,,,,,,,ARES
2000-04-08,13.1,11.2,15.6,2.1,,,,,,,ARES
2000-04-09,11.7,9.2,12.9,4.4,,,,,,,ARES
2000-04-10,10.4,8.6,12.4,3.2,,,,,,,ARES
2000-04-11,10.8,9.6,14.6,6.8,,,,,,,ARES
2000-04-12,9.9,8.0,13.0,5.2,,,,,,,ARES
2000-04-13,8.6,7.6,10.6,23.6,,,,,,,ARES
2000-04-14,8.9,6.8,13.0,10.7,,,,,,,ARES
2000-04-15,11.1,7.0,16.0,3.2,,,,,,,ARES
2000-04-16,10.2,8.4,13.8,4.2,,,,,,,ARES
2000-04-17,11.7,10.0,15.5,6.4,,,,,,,ARES
2000-04-18,13.6,11.6,15.6,5.1,,,,,,,ARES
2000-04-19,15.3,14.0,18.3,15.6,,,,,,,ARES
2000-04-20,14.4,11.6,18.0,0.8,,,,,,,ARES
2000-04-21,13.5,10.8,16.0,10.4,,,,,,,ARES
2000-04-22,11.1,9.4,14.6,8.4,,,,,,,ARES
2000-04-23,11.8,8.8,15.2,7.0,,,,,,,ARES
2000-04-24,13.7,11.8,17.0,7.4,,,,,,,ARES
2000-04-25,12.7,10.2,16.4,2.4,,,,,,,ARES
2000-04-26,11.2,9.6,14.7,12.5,,,,,,,ARES
2000-04-27,11.1,8.7,14.8,0.7,,,,,,,ARES
2000-04-28,10.7,8.5,13.7,1.3,,,,,,,ARES
2000-04-29,12.5,11.0,15.4,8.5,,,,,,,ARES
2000-04-30,13.9,11.8,19.4,0.2,,,,,,,ARES
2000-05-01,14.7,12.4,18.8,0.0,,,,,,,ARES
2000-05-02,14.9,13.4,17.8,0.1,,,,,,,ARES
2000-05-03,15.8,11.8,20.4,1.9,,,,,,,ARES
2000-05-04,16.2,13.8,20.4,1.5,,,,,,,ARES
2000-05-05,15.5,13.8,19.4,5.1,,,,,,,ARES
2000-05-06,14.9,13.2,17.8,0.0,,,,,,,ARES
2000-05-07,15.6,12.8,20.0,0.0,,,,,,,ARES
2000-05-08,14.7,13.6,17.0,4.1,,,,,,,ARES
2000-05-09,15.2,13.4,17.8,0.3,,,,,,,ARES
2000-05-10,14.8,13.4,18.0,0.8,,,,,,,ARES
2000-05-11,14.8,13.6,17.4,0.0,,,,,,,ARES
2000-05-12,15.8,11.4,19.4,0.0,,,,,,,ARES
2000-05-13,17.2,12.4,25.0,0.0,,,,,,,ARES
2000-05-14,16.7,14.2,20.4,0.0,,,,,,,ARES
2000-05-15,15.4,14.0,17.0,0.0,,,,,,,ARES
2000-05-16,15.3,12.6,18.6,0.9,,,,,,,ARES
2000-05-17,13.9,12.2,16.0,0.0,,,,,,,ARES
2000-05-18,13.8,11.4,16.6,0.0,,,,,,,ARES
2000-05-19,14.0,12.6,16.0,0.0,,,,,,,ARES
2000-05-20,14.6,12.2,17.6,0.0,,,,,,,ARES
2000-05-21,14.3,12.4,17.0,0.0,,,,,,,ARES
2000-05-22,14.2,11.4,18.0,0.0,,,,,,,ARES
2000-05-23,14.4,11.4,19.2,0.0,,,,,,,ARES
2000-05-24,16.4,13.8,19.6,1.4,,,,,,,ARES
2000-05-25,15.1,13.2,17.8,0.0,,,,,,,ARES
2000-05-26,15.6,12.1,17.4,3.3,,,,,,,ARES
2000-05-27,14.1,11.7,16.8,10.9,,,,,,,ARES
2000-05-28,16.2,14.4,18.6,4.4,,,,,,,ARES
2000-05-29,17.7,15.8,21.7,0.2,,,,,,,ARES
2000-05-30,16.6,14.4,19.4,0.0,,,,,,,ARES
2000-05-31,15.5,13.8,18.4,0.0,,,,,,,ARES
2000-06-01,15.1,13.8,18.0,0.0,,,,,,,ARES
2000-06-02,16.1,14.2,19.0,0.0,,,,,,,ARES
2000-06-03,14.6,13.2,17.6,0.0,,,,,,,ARES
2000-06-04,14.1,13.2,15.1,0.0,,,,,,,ARES
2000-06-05,14.5,12.8,17.6,0.0,,,,,,,ARES
2000-06-06,14.6,10.7,18.5,0.0,,,,,,,ARES
2000-06-07,18.2,11.5,24.8,0.0,,,,,,,ARES
2000-06-08,15.6,13.1,18.3,4.7,,,,,,,ARES
2000-06-09,14.6,11.8,16.6,0.0,,,,,,,ARES
2000-06-10,15.4,11.8,19.2,0.0,,,,,,,ARES
2000-06-11,16.5,14.6,19.4,0.0,,,,,,,ARES
2000-06-12,16.2,12.9,19.0,0.0,,,,,,,ARES
2000-06-13,17.5,15.0,20.2,0.0,,,,,,,ARES
2000-06-14,19.9,14.8,25.6,0.0,,,,,,,ARES
2000-06-15,25.2,18.6,34.4,0.0,,,,,,,ARES
2000-06-16,23.7,20.2,33.2,0.0,,,,,,,ARES
2000-06-17,24.6,18.2,31.2,0.0,,,,,,,ARES
2000-06-18,23.5,19.8,27.5,0.0,,,,,,,ARES
2000-06-19,20.3,17.6,24.4,0.0,,,,,,,ARES
2000-06-20,18.4,16.6,21.0,0.7,,,,,,,ARES
2000-06-21,17.8,15.2,21.4,0.0,,,,,,,ARES
2000-06-22,17.4,15.4,20.8,0.0,,,,,,,ARES
2000-06-23,16.3,15.2,18.2,0.0,,,,,,,ARES
2000-06-24,17.4,15.8,21.8,0.0,,,,,,,ARES
2000-06-25,18.2,15.6,22.4,0.0,,,,,,,ARES
2000-06-26,19.8,17.4,23.8,0.0,,,,,,,ARES
2000-06-27,21.0,18.4,25.2,0.0,,,,,,,ARES
2000-06-28,18.8,17.6,23.0,0.0,,,,,,,ARES
2000-06-29,18.6,16.8,21.0,0.0,,,,,,,ARES
2000-06-30,17.7,15.0,25.0,4.5,,,,,,,ARES
2000-07-01,19.0,16.0,23.0,3.5,,,,,,,ARES
2000-07-02,19.1,15.2,23.8,2.3,,,,,,,ARES
2000-07-03,17.6,15.8,21.0,1.3,,,,,,,ARES
2000-07-04,17.6,15.4,21.8,0.5,,,,,,,ARES
2000-07-05,17.4,14.8,21.2,0.0,,,,,,,ARES
2000-07-06,18.1,15.4,22.4,10.0,,,,,,,ARES
2000-07-07,17.7,15.4,20.0,0.0,,,,,,,ARES
2000-07-08,17.0,15.4,19.4,0.0,,,,,,,ARES
2000-07-09,16.9,14.8,20.2,11.8,,,,,,,ARES
2000-07-10,16.7,15.4,19.4,0.0,,,,,,,ARES
2000-07-11,16.6,14.8,19.2,0.0,,,,,,,ARES
2000-07-12,16.9,14.4,20.0,1.0,,,,,,,ARES
2000-07-13,17.4,15.6,19.8,0.0,,,,,,,ARES
2000-07-14,17.5,16.2,20.4,0.1,,,,,,,ARES
2000-07-15,16.7,16.0,20.0,0.1,,,,,,,ARES
2000-07-16,19.7,16.4,22.2,0.0,,,,,,,ARES
2000-07-17,21.0,17.2,26.4,0.0,,,,,,,ARES
2000-07-18,18.8,16.4,22.8,0.0,,,,,,,ARES
2000-07-19,18.6,16.4,21.8,0.0,,,,,,,ARES
2000-07-20,19.1,16.2,26.7,0.0,,,,,,,ARES
2000-07-21,17.8,16.2,20.4,0.0,,,,,,,ARES
2000-07-22,19.7,16.0,23.4,2.8,,,,,,,ARES
2000-07-23,18.9,16.6,22.0,10.2,,,,,,,ARES
2000-07-24,18.9,17.2,23.6,2.3,,,,,,,ARES
2000-07-25,19.6,17.0,22.2,0.4,,,,,,,ARES
2000-07-26,19.3,17.4,22.8,0.7,,,,,,,ARES
2000-07-27,19.3,17.4,22.0,0.0,,,,,,,ARES
2000-07-28,19.1,16.4,22.0,0.0,,,,,,,ARES
2000-07-29,18.3,15.0,21.0,0.0,,,,,,,ARES
2000-07-30,20.4,16.4,24.8,0.0,,,,,,,ARES
2000-07-31,19.9,17.2,23.4,0.0,,,,,,,ARES
2000-08-01,18.7,16.6,21.8,0.0,,,,,,,ARES
2000-08-02,18.6,15.0,21.6,0.0,,,,,,,ARES
2000-08-03,18.3,16.6,21.5,0.0,,,,,,,ARES
2000-08-04,17.9,16.6,20.0,0.0,,,,,,,ARES
2000-08-05,18.2,16.0,21.6,0.0,,,,,,,ARES
2000-08-06,18.4,16.2,23.2,0.0,,,,,,,ARES
2000-08-07,20.3,16.6,25.8,0.0,,,,,,,ARES
2000-08-08,22.4,17.2,29.0,0.0,,,,,,,ARES
2000-08-09,20.4,16.2,24.8,0.0,,,,,,,ARES
2000-08-10,18.1,16.0,22.8,0.0,,,,,,,ARES
2000-08-11,19.2,17.4,22.2,0.0,,,,,,,ARES
2000-08-12,19.9,17.8,24.2,0.0,,,,,,,ARES
2000-08-13,21.3,20.0,26.4,1.3,,,,,,,ARES
2000-08-14,20.4,17.6,22.6,0.1,,,,,,,ARES
2000-08-15,19.3,16.0,23.7,0.0,,,,,,,ARES
2000-08-16,21.1,18.0,25.4,0.0,,,,,,,ARES
2000-08-17,19.5,16.4,22.6,0.0,,,,,,,ARES
2000-08-18,18.8,17.2,22.5,22.2,,,,,,,ARES
2000-08-19,17.9,17.0,19.4,39.9,,,,,,,ARES
2000-08-20,17.7,15.6,20.8,0.0,,,,,,,ARES
2000-08-21,17.1,13.8,20.4,0.0,,,,,,,ARES
2000-08-22,17.2,15.0,21.2,17.1,,,,,,,ARES
2000-08-23,18.4,15.3,23.6,0.0,,,,,,,ARES
2000-08-24,19.6,16.4,25.4,0.0,,,,,,,ARES
2000-08-25,19.1,16.0,23.2,0.0,,,,,,,ARES
2000-08-26,18.8,15.8,22.1,0.0,,,,,,,ARES
2000-08-27,18.5,16.6,20.8,0.0,,,,,,,ARES
2000-08-28,17.5,14.2,20.9,0.0,,,,,,,ARES
2000-08-29,18.6,16.8,22.8,0.0,,,,,,,ARES
2000-08-30,18.9,17.2,22.0,0.0,,,,,,,ARES
2000-08-31,18.0,14.4,21.6,0.9,,,,,,,ARES
2000-09-01,18.6,17.0,21.4,0.0,,,,,,,ARES
2000-09-02,18.4,16.0,21.8,0.0,,,,,,,ARES
2000-09-03,18.9,17.0,22.2,0.0,,,,,,,ARES
2000-09-04,18.1,14.8,21.8,0.0,,,,,,,ARES
2000-09-05,18.1,14.6,21.6,0.0,,,,,,,ARES
2000-09-06,19.0,14.8,23.6,0.0,,,,,,,ARES
2000-09-07,19.6,18.4,22.0,0.0,,,,,,,ARES
2000-09-08,20.5,17.6,24.0,0.0,,,,,,,ARES
2000-09-09,20.4,16.6,25.4,0.1,,,,,,,ARES
2000-09-10,17.6,15.8,20.4,0.0,,,,,,,ARES
2000-09-11,18.9,16.3,22.6,0.0,,,,,,,ARES
2000-09-12,18.8,16.8,22.5,0.0,,,,,,,ARES
2000-09-13,18.6,15.8,22.4,0.0,,,,,,,ARES
2000-09-14,18.3,16.0,21.6,0.0,,,,,,,ARES
2000-09-15,18.9,15.0,23.2,0.0,,,,,,,ARES
2000-09-16,18.9,15.2,22.6,0.0,,,,,,,ARES
2000-09-17,19.2,16.8,22.6,0.0,,,,,,,ARES
2000-09-18,17.8,13.4,21.0,23.8,,,,,,,ARES
2000-09-19,13.5,11.2,15.8,9.6,,,,,,,ARES
2000-09-20,14.9,11.8,19.6,0.6,,,,,,,ARES
2000-09-21,18.4,16.2,22.0,0.0,,,,,,,ARES
2000-09-22,20.7,17.4,25.0,0.0,,,,,,,ARES
2000-09-23,17.2,15.4,20.8,4.0,,,,,,,ARES
2000-09-24,16.7,14.0,20.2,2.5,,,,,,,ARES
2000-09-25,18.7,14.6,25.0,5.4,,,,,,,ARES
2000-09-26,18.3,16.2,20.8,0.0,,,,,,,ARES
2000-09-27,17.6,14.0,21.2,28.2,,,,,,,ARES
2000-09-28,17.0,13.8,19.8,11.6,,,,,,,ARES
2000-09-29,16.6,13.5,19.5,2.9,,,,,,,ARES
2000-09-30,16.4,14.9,19.6,0.1,,,,,,,ARES
2000-10-01,16.7,15.2,18.4,2.2,,,,,,,ARES
2000-10-02,16.2,13.6,19.0,0.0,,,,,,,ARES
2000-10-03,16.6,12.0,22.4,0.0,,,,,,,ARES
2000-10-04,16.6,15.4,18.4,1.1,,,,,,,ARES
2000-10-05,16.6,14.6,18.0,0.0,,,,,,,ARES
2000-10-06,16.3,14.2,19.6,0.0,,,,,,,ARES
2000-10-07,15.7,12.0,19.8,0.0,,,,,,,ARES
2000-10-08,14.3,10.0,18.5,0.0,,,,,,,ARES
2000-10-09,14.9,12.0,17.3,4.1,,,,,,,ARES
2000-10-10,16.2,13.8,19.0,8.1,,,,,,,ARES
2000-10-11,13.2,10.2,15.6,35.6,,,,,,,ARES
2000-10-12,13.2,10.0,15.8,8.7,,,,,,,ARES
2000-10-13,14.1,12.4,16.2,1.7,,,,,,,ARES
2000-10-14,12.6,11.6,13.6,8.0,,,,,,,ARES
2000-10-15,13.4,11.6,15.8,1.1,,,,,,,ARES
2000-10-16,14.7,12.0,17.5,1.4,,,,,,,ARES
2000-10-17,16.7,12.8,22.3,5.0,,,,,,,ARES
2000-10-18,17.2,15.2,18.2,13.9,,,,,,,ARES
2000-10-19,14.9,13.2,16.6,5.9,,,,,,,ARES
2000-10-20,12.6,11.0,13.8,12.9,,,,,,,ARES
2000-10-21,12.1,8.6,15.4,0.0,,,,,,,ARES
2000-10-22,13.9,8.6,19.4,0.0,,,,,,,ARES
2000-10-23,13.4,10.2,17.2,0.0,,,,,,,ARES
2000-10-24,15.9,13.0,19.8,0.0,,,,,,,ARES
2000-10-25,15.6,14.0,17.6,4.5,,,,,,,ARES
2000-10-26,14.9,13.6,17.8,0.0,,,,,,,ARES
2000-10-27,14.8,12.0,17.8,0.0,,,,,,,ARES
2000-10-28,14.8,12.0,18.4,5.3,,,,,,,ARES
2000-10-29,13.5,11.2,16.6,0.1,,,,,,,ARES
2000-10-30,14.1,11.0,16.5,36.0,,,,,,,ARES
2000-10-31,13.1,11.4,16.0,9.4,,,,,,,ARES
2000-11-01,13.3,11.4,16.2,6.4,,,,,,,ARES
2000-11-02,13.3,9.6,16.0,11.9,,,,,,,ARES
2000-11-03,11.2,9.2,14.4,16.6,,,,,,,ARES
2000-11-04,11.5,9.6,15.4,17.8,,,,,,,ARES
2000-11-05,15.5,11.7,17.8,24.6,,,,,,,ARES
2000-11-06,12.0,9.6,13.7,5.9,,,,,,,ARES
2000-11-07,11.5,8.4,13.0,8.3,,,,,,,ARES
2000-11-08,10.8,8.6,13.2,13.1,,,,,,,ARES
2000-11-09,10.6,9.0,13.6,7.0,,,,,,,ARES
2000-11-10,11.1,7.6,15.5,0.0,,,,,,,ARES
2000-11-11,10.0,5.2,15.4,5.7,,,,,,,ARES
2000-11-12,11.4,9.2,13.2,44.0,,,,,,,ARES
2000-11-13,9.5,7.9,12.6,5.6,,,,,,,ARES
2000-11-14,8.9,6.6,12.5,0.0,,,,,,,ARES
2000-11-15,9.4,6.0,13.6,4.2,,,,,,,ARES
2000-11-16,11.8,10.1,13.9,4.3,,,,,,,ARES
2000-11-17,11.4,9.4,13.4,0.4,,,,,,,ARES
2000-11-18,12.5,11.0,14.0,7.6,,,,,,,ARES
2000-11-19,12.9,11.2,14.4,4.1,,,,,,,ARES
2000-11-20,11.6,10.2,13.0,5.2,,,,,,,ARES
2000-11-21,12.9,11.2,15.0,15.7,,,,,,,ARES
2000-11-22,12.0,10.6,14.8,6.0,,,,,,,ARES
2000-11-23,11.1,9.7,12.8,4.8,,,,,,,ARES
2000-11-24,12.5,9.3,16.4,6.4,,,,,,,ARES
2000-11-25,16.0,15.0,18.4,0.7,,,,,,,ARES
2000-11-26,15.4,14.0,18.6,6.9,,,,,,,ARES
2000-11-27,17.6,16.4,19.2,0.0,,,,,,,ARES
2000-11-28,17.7,14.2,22.6,4.4,,,,,,,ARES
2000-11-29,13.9,12.6,16.0,0.0,,,,,,,ARES
2000-11-30,15.3,12.8,17.5,35.4,,,,,,,ARES
2000-12-01,14.7,12.0,17.0,5.1,,,,,,,ARES
2000-12-02,11.0,9.2,13.0,8.2,,,,,,,ARES
2000-12-03,12.9,9.8,17.0,29.4,,,,,,,ARES
2000-12-04,16.8,15.0,19.0,9.2,,,,,,,ARES
2000-12-05,15.9,12.8,17.8,0.9,,,,,,,ARES
2000-12-06,13.3,11.6,14.5,24.0,,,,,,,ARES
2000-12-07,14.1,11.1,18.8,25.0,,,,,,,ARES
2000-12-08,11.6,10.4,14.4,4.2,,,,,,,ARES
2000-12-09,12.6,10.2,17.0,3.8,,,,,,,ARES
2000-12-10,15.4,12.6,17.2,3.6,,,,,,,ARES
2000-12-11,15.7,14.6,16.4,0.0,,,,,,,ARES
2000-12-12,15.5,13.8,17.4,3.8,,,,,,,ARES
2000-12-13,14.0,11.3,16.8,16.4,,,,,,,ARES
2000-12-14,11.1,9.3,13.0,6.5,,,,,,,ARES
2000-12-15,10.1,8.2,12.2,4.6,,,,,,,ARES
2000-12-16,10.3,8.8,13.6,0.0,,,,,,,ARES
2000-12-17,11.7,9.8,14.0,14.9,,,,,,,ARES
2000-12-18,12.6,10.0,14.8,1.2,,,,,,,ARES
2000-12-19,13.6,12.0,15.2,0.0,,,,,,,ARES
2000-12-20,12.3,8.2,15.2,0.0,,,,,,,ARES
2000-12-21,11.8,8.0,14.6,0.1,,,,,,,ARES
2000-12-22,13.2,11.0,15.4,0.9,,,,,,,ARES
2000-12-23,11.8,9.5,13.9,0.0,,,,,,,ARES
2000-12-24,11.7,9.8,13.7,1.9,,,,,,,ARES
2000-12-25,10.3,9.4,12.4,21.2,,,,,,,ARES
2000-12-26,10.8,9.0,12.6,18.7,,,,,,,ARES
2000-12-27,10.0,8.0,12.0,8.1,,,,,,,ARES
2000-12-28,10.3,7.0,14.0,14.3,,,,,,,ARES
2000-12-29,11.3,9.5,14.6,3.4,,,,,,,ARES
2000-12-30,10.6,8.4,13.2,4.3,,,,,,,ARES
2000-12-31,13.9,9.2,17.4,11.8,,,,,,,ARES
2001-01-01,12.8,10.8,14.6,11.4,,,,,,,ARES
2001-01-02,10.5,9.3,11.8,9.8,,,,,,,ARES
2001-01-03,12.6,9.8,14.8,27.1,,,,,,,ARES
2001-01-04,13.2,10.0,15.4,36.9,,,,,,,ARES
2001-01-05,14.1,8.5,16.4,6.7,,,,,,,ARES
2001-01-06,9.8,8.4,12.0,5.2,,,,,,,ARES
2001-01-07,9.7,8.4,11.8,1.6,,,,,,,ARES
2001-01-08,8.5,7.0,9.8,2.8,,,,,,,ARES
2001-01-09,10.6,7.8,14.4,2.9,,,,,,,ARES
2001-01-10,12.5,10.4,15.2,10.8,,,,,,,ARES
2001-01-11,12.1,10.4,14.2,0.7,,,,,,,ARES
2001-01-12,11.9,8.9,15.0,0.0,,,,,,,ARES
2001-01-13,10.8,8.0,13.0,0.9,,,,,,,ARES
2001-01-14,10.4,7.8,12.6,1.0,,,,,,,ARES
2001-01-15,8.3,5.2,11.0,3.6,,,,,,,ARES
2001-01-16,9.8,8.4,12.4,6.3,,,,,,,ARES
2001-01-17,9.4,8.0,12.0,3.0,,,,,,,ARES
2001-01-18,11.3,8.8,11.6,2.6,,,,,,,ARES
2001-01-19,11.3,9.5,13.5,0.2,,,,,,,ARES
2001-01-20,11.2,10.2,12.2,0.0,,,,,,,ARES
2001-01-21,11.6,10.0,14.2,4.0,,,,,,,ARES
2001-01-22,12.9,11.4,15.6,4.9,,,,,,,ARES
2001-01-23,15.3,11.5,17.5,7.7,,,,,,,ARES
2001-01-24,11.3,7.8,13.2,7.2,,,,,,,ARES
2001-01-25,8.4,7.0,10.2,13.6,,,,,,,ARES
2001-01-26,11.6,8.4,14.6,8.7,,,,,,,ARES
2001-01-27,10.9,9.0,14.4,5.7,,,,,,,ARES
2001-01-28,10.6,9.4,11.8,8.8,,,,,,,ARES
2001-01-29,10.9,9.2,12.8,0.2,,,,,,,ARES
2001-01-30,11.2,8.5,13.2,2.2,,,,,,,ARES
2001-01-31,12.4,11.7,13.0,6.3,,,,,,,ARES
2001-02-01,12.6,11.4,13.6,0.4,,,,,,,ARES
2001-02-02,12.1,9.8,15.0,0.8,,,,,,,ARES
2001-02-03,12.3,10.8,14.0,0.2,,,,,,,ARES
2001-02-04,12.3,10.6,15.0,3.8,,,,,,,ARES
2001-02-05,13.7,11.8,15.5,17.7,,,,,,,ARES
2001-02-06,13.1,11.1,15.4,4.2,,,,,,,ARES
2001-02-07,10.6,9.4,14.0,14.9,,,,,,,ARES
2001-02-08,10.6,9.0,13.2,3.5,,,,,,,ARES
2001-02-09,11.4,7.8,14.4,11.0,,,,,,,ARES
2001-02-10,15.7,13.5,18.4,0.0,,,,,,,ARES
2001-02-11,16.6,11.6,21.0,0.0,,,,,,,ARES
2001-02-12,14.7,11.8,18.4,0.0,,,,,,,ARES
2001-02-13,13.3,10.4,17.4,0.0,,,,,,,ARES
2001-02-14,11.0,7.6,14.4,0.0,,,,,,,ARES
2001-02-15,10.4,6.4,15.3,0.0,,,,,,,ARES
2001-02-16,11.4,6.4,17.7,0.0,,,,,,,ARES
2001-02-17,10.6,7.0,16.4,0.0,,,,,,,ARES
2001-02-18,9.0,5.0,13.2,0.0,,,,,,,ARES
2001-02-19,10.6,9.2,13.4,0.0,,,,,,,ARES
2001-02-20,10.2,7.0,15.6,0.0,,,,,,,ARES
2001-02-21,11.2,5.9,15.2,0.0,,,,,,,ARES
2001-02-22,10.8,6.0,16.4,0.0,,,,,,,ARES
2001-02-23,10.1,6.0,14.0,0.0,,,,,,,ARES
2001-02-24,10.8,9.4,14.0,0.0,,,,,,,ARES
