time,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun,municipio
2019-05-14,20.0,15.1,26.1,,,76.0,5.8,25.9,1015.5,,A_GUARDA
2019-05-15,15.9,12.3,19.1,,,,5.1,33.3,1015.1,,A_GUARDA
2019-05-16,14.3,12.3,16.5,,,,6.3,40.8,1015.4,,A_GUARDA
2019-05-17,13.7,11.5,16.2,,,350.0,6.7,38.9,1017.2,,A_GUARDA
2019-05-18,12.5,8.4,15.9,,,13.0,4.7,31.5,1017.1,,A_GUARDA
2019-05-19,12.4,6.4,17.0,,,24.0,5.8,35.2,1016.1,,A_GUARDA
2019-05-20,12.7,7.6,17.0,,,,3.5,24.1,1015.7,,A_GUARDA
2019-05-21,15.1,10.7,19.0,,,29.0,5.5,29.6,1017.2,,A_GUARDA
2019-05-22,15.1,11.1,19.1,,,,4.9,27.8,1018.6,,A_GUARDA
2019-05-23,14.9,12.3,17.9,,,7.0,5.5,31.5,1020.7,,A_GUARDA
2019-05-24,16.4,10.8,21.7,,,1.0,6.0,38.9,1020.4,,A_GUARDA
2019-05-25,18.5,13.5,23.5,,,5.0,6.3,35.2,1021.2,,A_GUARDA
2019-05-26,18.5,13.4,22.4,,,355.0,6.6,40.8,1020.8,,A_GUARDA
2019-05-27,17.6,13.5,21.4,,,344.0,6.3,40.8,1017.9,,A_GUARDA
2019-05-28,17.7,11.0,23.7,,,11.0,6.6,40.8,1018.9,,A_GUARDA
2019-05-29,20.0,13.9,25.2,,,27.0,6.3,27.8,1021.6,,A_GUARDA
2019-05-30,22.8,17.5,28.4,,,47.0,6.2,25.9,1021.7,,A_GUARDA
2019-05-31,22.6,16.8,28.6,,,,5.2,24.1,1019.6,,A_GUARDA
2019-06-01,19.4,13.3,25.5,,,,4.4,24.1,1018.7,,A_GUARDA
2019-06-02,17.1,13.6,20.2,,,,3.8,25.9,1018.8,,A_GUARDA
2019-06-03,17.2,15.1,19.7,,,,3.6,22.2,1017.9,,A_GUARDA
2019-06-04,16.2,13.3,18.6,,,346.0,5.9,31.5,1014.7,,A_GUARDA
2019-06-05,13.9,10.3,16.7,,,347.0,4.7,31.5,1017.4,,A_GUARDA
2019-06-06,13.7,12.0,16.5,,,261.0,8.5,53.7,1010.8,,A_GUARDA
2019-06-07,13.9,11.0,17.6,,,,6.2,35.2,1018.9,,A_GUARDA
2019-06-08,13.4,8.4,18.4,,,25.0,6.3,37.0,1022.4,,A_GUARDA
2019-06-09,13.7,8.4,17.6,,,17.0,4.9,27.8,1021.4,,A_GUARDA
2019-06-10,14.1,8.7,18.8,,,18.0,6.3,37.0,1021.3,,A_GUARDA
2019-06-11,16.3,11.5,21.1,,,25.0,6.6,38.9,1018.6,,A_GUARDA
2019-06-12,14.4,10.0,18.5,,,18.0,7.2,38.9,1016.8,,A_GUARDA
2019-06-13,13.8,9.1,17.9,,,8.0,6.2,31.5,1013.8,,A_GUARDA
2019-06-14,13.7,8.2,17.8,,,,4.1,25.9,1016.4,,A_GUARDA
2019-06-15,15.1,11.8,18.9,,,,5.2,27.8,1022.0,,A_GUARDA
2019-06-16,14.7,9.5,19.2,,,,6.2,35.2,1019.9,,A_GUARDA
2019-06-17,14.5,10.2,18.1,,,,3.7,22.2,1017.1,,A_GUARDA
2019-06-18,16.5,13.0,19.2,,,211.0,7.1,38.9,1012.1,,A_GUARDA
2019-06-19,17.6,15.2,20.0,,,285.0,5.4,22.2,1015.9,,A_GUARDA
2019-06-20,16.1,13.6,19.2,,,21.0,5.6,31.5,1017.2,,A_GUARDA
2019-06-21,16.1,12.0,20.4,,,,5.5,29.6,1018.6,,A_GUARDA
2019-06-22,16.9,13.4,20.4,,,,4.5,25.9,1015.0,,A_GUARDA
2019-06-23,18.4,15.6,21.2,,,,5.1,27.8,1012.9,,A_GUARDA
2019-06-24,17.7,14.9,20.9,,,194.0,4.1,24.1,1015.2,,A_GUARDA
2019-06-25,17.6,13.5,21.5,,,4.0,4.1,22.2,1016.7,,A_GUARDA
2019-06-26,17.9,15.9,20.9,,,,3.8,20.4,1016.1,,A_GUARDA
2019-06-27,17.9,14.6,21.6,,,,3.9,22.2,1018.0,,A_GUARDA
2019-06-28,17.5,12.4,22.0,,,,6.5,35.2,1018.5,,A_GUARDA
2019-06-29,18.2,14.7,21.4,,,317.0,7.8,38.9,1017.4,,A_GUARDA
2019-06-30,17.9,14.7,21.0,,,305.0,8.3,37.0,1018.6,,A_GUARDA
2019-07-01,18.7,15.3,23.2,,,325.0,6.0,33.3,1019.1,,A_GUARDA
2019-07-02,19.0,14.7,23.4,,,336.0,4.8,27.8,1014.8,,A_GUARDA
2019-07-03,18.4,15.8,21.6,,,2.0,4.0,22.2,1012.8,,A_GUARDA
2019-07-04,18.6,15.3,22.6,,,,3.7,24.1,1014.8,,A_GUARDA
2019-07-05,18.8,15.5,22.4,,,14.0,3.9,24.1,1017.4,,A_GUARDA
2019-07-06,18.9,15.0,23.3,,,,3.9,25.9,1016.4,,A_GUARDA
2019-07-07,18.2,15.1,21.5,,,,4.8,27.8,1016.2,,A_GUARDA
2019-07-08,18.3,16.0,21.1,,,,4.1,22.2,1014.8,,A_GUARDA
2019-07-09,19.4,15.6,23.9,,,27.0,5.8,29.6,1016.4,,A_GUARDA
2019-07-10,22.1,17.3,27.6,,,28.0,6.1,27.8,1015.2,,A_GUARDA
2019-07-11,21.3,17.1,25.9,,,0.0,5.7,29.6,1014.3,,A_GUARDA
2019-07-12,22.1,17.7,27.5,,,4.0,4.5,20.4,1014.2,,A_GUARDA
2019-07-13,20.5,18.5,23.5,,,344.0,4.7,24.1,1015.4,,A_GUARDA
2019-07-14,19.2,17.0,22.6,,,20.0,5.7,27.8,1016.3,,A_GUARDA
2019-07-15,18.7,16.5,21.6,,,351.0,6.6,33.3,1015.9,,A_GUARDA
2019-07-16,19.7,15.8,24.8,,,335.0,6.6,33.3,1014.0,,A_GUARDA
2019-07-17,19.7,15.5,24.1,,,330.0,8.2,42.6,1015.5,,A_GUARDA
2019-07-18,19.5,13.8,24.6,,,350.0,8.1,37.0,1017.1,,A_GUARDA
2019-07-19,18.9,15.4,22.2,,,340.0,7.9,38.9,1015.2,,A_GUARDA
2019-07-20,19.1,16.0,22.6,,,346.0,7.6,37.0,1017.7,,A_GUARDA
2019-07-21,18.9,14.1,23.7,,,343.0,7.5,37.0,1019.5,,A_GUARDA
2019-07-22,19.1,15.5,23.1,,,327.0,4.8,24.1,1017.8,,A_GUARDA
2019-07-23,18.0,16.1,20.8,,,342.0,5.3,27.8,1016.9,,A_GUARDA
2019-07-24,18.8,14.7,23.3,,,346.0,4.9,24.1,1015.8,,A_GUARDA
2019-07-25,20.0,17.3,21.3,,,,5.0,22.2,1015.3,,A_GUARDA
2019-07-26,18.3,15.4,21.6,,,346.0,5.6,29.6,1018.0,,A_GUARDA
2019-07-27,18.5,16.3,21.7,,,284.0,5.4,22.2,1012.4,,A_GUARDA
2019-07-28,17.7,13.4,22.1,,,23.0,4.8,27.8,1013.7,,A_GUARDA
2019-07-29,18.7,16.0,21.7,,,350.0,6.2,31.5,1016.7,,A_GUARDA
2019-07-30,17.8,12.5,23.0,,,13.0,7.6,38.9,1021.0,,A_GUARDA
2019-07-31,18.5,12.8,23.4,,,4.0,6.8,35.2,1016.4,,A_GUARDA
2019-08-01,17.8,13.4,22.3,,,332.0,6.0,29.6,1015.0,,A_GUARDA
2019-08-02,17.5,14.4,20.7,,,358.0,5.9,31.5,1017.4,,A_GUARDA
2019-08-03,18.3,15.0,22.2,,,350.0,6.7,31.5,1016.8,,A_GUARDA
2019-08-04,18.8,15.9,22.5,,,350.0,6.6,33.3,1017.8,,A_GUARDA
2019-08-05,18.1,12.6,23.0,,,,5.4,29.6,1017.6,,A_GUARDA
2019-08-06,19.3,17.0,22.2,,,23.0,4.1,20.4,1015.7,,A_GUARDA
2019-08-07,19.9,18.5,21.3,,,244.0,6.3,27.8,1013.6,,A_GUARDA
2019-08-08,21.0,20.2,22.1,,,233.0,9.4,38.9,1011.9,,A_GUARDA
2019-08-09,19.9,17.6,22.1,,,256.0,9.1,33.3,1016.0,,A_GUARDA
2019-08-10,18.5,15.6,22.2,,,343.0,6.0,27.8,1021.3,,A_GUARDA
2019-08-11,17.0,13.1,21.1,,,9.0,5.8,25.9,1022.0,,A_GUARDA
2019-08-12,17.1,11.9,22.2,,,20.0,6.7,35.2,1023.2,,A_GUARDA
2019-08-13,17.8,12.6,23.1,,,33.0,6.2,33.3,1021.8,,A_GUARDA
2019-08-14,18.4,13.6,23.0,,,18.0,6.3,31.5,1021.6,,A_GUARDA
2019-08-15,19.5,15.5,23.6,,,352.0,6.7,37.0,1020.9,,A_GUARDA
2019-08-16,18.8,14.8,22.9,,,2.0,6.7,33.3,1019.6,,A_GUARDA
2019-08-17,19.6,15.7,23.6,,,19.0,4.2,22.2,1017.5,,A_GUARDA
2019-08-18,19.5,16.0,21.8,,,345.0,6.9,35.2,1016.3,,A_GUARDA
2019-08-19,18.0,13.4,22.8,,,14.0,6.7,35.2,1018.3,,A_GUARDA
2019-08-20,19.4,13.1,25.5,,,1.0,5.9,29.6,1019.1,,A_GUARDA
2019-08-21,22.3,18.3,26.5,,,47.0,6.9,25.9,1017.9,,A_GUARDA
2019-08-22,23.2,17.8,28.8,,,63.0,6.4,22.2,1017.5,,A_GUARDA
2019-08-23,20.8,16.5,24.6,,,59.0,6.3,24.1,1016.8,,A_GUARDA
2019-08-24,17.6,14.2,21.6,,,27.0,6.3,33.3,1018.2,,A_GUARDA
2019-08-25,17.1,13.8,20.8,,,0.0,4.7,24.1,1015.6,,A_GUARDA
2019-08-26,19.4,16.1,23.3,,,43.0,4.5,22.2,1014.4,,A_GUARDA
2019-08-27,17.7,14.4,21.2,,,56.0,4.6,24.1,1016.8,,A_GUARDA
2019-08-28,17.7,14.6,21.8,,,23.0,5.6,29.6,1018.5,,A_GUARDA
2019-08-29,16.8,12.5,21.4,,,35.0,4.6,27.8,1019.6,,A_GUARDA
2019-08-30,16.4,13.5,19.8,,,,4.0,20.4,1019.7,,A_GUARDA
2019-08-31,17.9,15.3,21.8,,,,6.2,35.2,1018.1,,A_GUARDA
2019-09-01,19.3,13.7,25.6,,,30.0,5.8,37.0,1016.1,,A_GUARDA
2019-09-02,22.9,16.8,28.5,,,64.0,7.9,25.9,1016.3,,A_GUARDA
2019-09-03,23.7,17.8,29.4,,,71.0,8.3,24.1,1018.7,,A_GUARDA
2019-09-04,20.7,14.0,25.7,,,67.0,6.1,33.3,1019.1,,A_GUARDA
2019-09-05,22.4,17.4,28.5,,,74.0,6.6,31.5,1019.5,,A_GUARDA
2019-09-06,21.4,15.7,26.6,,,69.0,8.5,27.8,1019.3,,A_GUARDA
2019-09-07,21.6,15.8,27.6,,,68.0,8.3,31.5,1018.5,,A_GUARDA
2019-09-08,20.6,15.8,25.5,,,64.0,8.7,29.6,1016.9,,A_GUARDA
2019-09-09,15.9,11.7,19.6,,,31.0,6.8,35.2,1018.5,,A_GUARDA
2019-09-10,17.0,12.6,21.8,,,12.0,7.6,42.6,1022.4,,A_GUARDA
2019-09-11,18.2,12.9,24.0,,,27.0,6.2,31.5,1024.3,,A_GUARDA
2019-09-12,21.1,16.7,26.6,,,57.0,7.4,27.8,1025.1,,A_GUARDA
2019-09-13,23.3,18.5,29.9,,,68.0,7.3,25.9,1021.7,,A_GUARDA
2019-09-14,23.2,19.6,27.6,,,70.0,7.2,27.8,1020.3,,A_GUARDA
2019-09-15,21.3,17.4,24.5,,,72.0,6.1,24.1,1019.0,,A_GUARDA
2019-09-16,19.0,16.2,22.6,,,70.0,4.2,18.5,1018.0,,A_GUARDA
2019-09-17,17.4,15.1,19.7,,,,3.6,18.5,1016.7,,A_GUARDA
2019-09-18,16.8,15.1,19.0,,,57.0,3.9,20.4,1016.8,,A_GUARDA
2019-09-19,16.3,14.8,18.0,,,,3.4,18.5,1017.4,,A_GUARDA
2019-09-20,17.7,15.6,20.6,,,99.0,3.4,20.4,1014.1,,A_GUARDA
2019-09-21,17.9,16.5,19.4,,,200.0,7.5,37.0,1008.7,,A_GUARDA
2019-09-22,17.4,14.9,20.7,,,281.0,4.4,20.4,1015.9,,A_GUARDA
2019-09-23,17.6,15.0,20.5,,,201.0,6.5,29.6,1020.1,,A_GUARDA
2019-09-24,18.8,15.2,20.9,,,,5.1,29.6,1019.8,,A_GUARDA
2019-09-25,16.5,13.3,20.2,,,,2.3,18.5,1021.8,,A_GUARDA
2019-09-26,16.4,12.9,20.9,,,,2.4,18.5,1021.6,,A_GUARDA
2019-09-27,16.1,12.8,19.8,,,,2.4,16.7,1022.3,,A_GUARDA
2019-09-28,14.4,10.6,19.5,,,,2.9,24.1,1021.4,,A_GUARDA
2019-09-29,15.9,10.7,20.4,,,100.0,3.7,18.5,1019.9,,A_GUARDA
2019-09-30,19.2,17.5,21.7,,,,2.7,16.7,1017.9,,A_GUARDA
2019-10-01,18.3,15.1,20.8,,,,3.1,18.5,1018.4,,A_GUARDA
2019-10-02,16.1,13.3,20.6,,,,2.8,24.1,1021.6,,A_GUARDA
2019-10-03,16.3,11.6,20.8,,,83.0,2.9,16.7,1021.5,,A_GUARDA
2019-10-04,17.5,13.8,21.0,,,,2.7,25.9,1019.8,,A_GUARDA
2019-10-05,14.9,10.9,20.1,,,,2.7,20.4,1019.8,,A_GUARDA
2019-10-06,16.1,12.7,20.9,,,,3.2,22.2,1022.1,,A_GUARDA
2019-10-07,15.7,10.9,20.5,,,18.0,3.6,24.1,1021.3,,A_GUARDA
2019-10-08,17.4,15.3,20.0,,,6.0,4.0,27.8,1020.3,,A_GUARDA
2019-10-09,16.2,12.5,21.2,,,9.0,6.2,35.2,1022.4,,A_GUARDA
2019-10-10,15.9,11.3,21.9,,,24.0,4.8,24.1,1019.8,,A_GUARDA
2019-10-11,15.2,11.5,19.9,,,,2.1,16.7,1017.1,,A_GUARDA
2019-10-12,16.3,13.1,20.0,,,206.0,3.7,25.9,1012.9,,A_GUARDA
2019-10-13,16.9,14.5,18.8,,,211.0,5.9,29.6,1011.1,,A_GUARDA
2019-10-14,13.7,11.4,15.9,,,286.0,5.5,29.6,1012.9,,A_GUARDA
2019-10-15,13.6,10.1,16.9,,,275.0,6.0,29.6,1020.3,,A_GUARDA
2019-10-16,16.3,15.4,17.1,,,217.0,13.7,42.6,1016.1,,A_GUARDA
2019-10-17,16.1,13.3,18.1,,,,5.9,29.6,1016.4,,A_GUARDA
2019-10-18,14.7,12.3,17.1,,,262.0,3.4,24.1,1017.1,,A_GUARDA
2019-10-19,14.3,11.2,15.7,,,331.0,6.9,27.8,1007.3,,A_GUARDA
2019-10-20,11.7,9.4,15.3,,,348.0,3.6,24.1,1013.0,,A_GUARDA
2019-10-21,10.4,7.2,14.8,,,58.0,3.0,20.4,1018.2,,A_GUARDA
2019-10-22,11.6,6.7,17.6,,,55.0,4.9,22.2,1016.4,,A_GUARDA
2019-10-23,13.0,9.8,16.5,,,345.0,5.5,31.5,1013.4,,A_GUARDA
2019-10-24,13.6,10.7,16.2,,,51.0,4.1,18.5,1019.5,,A_GUARDA
2019-10-25,14.9,11.9,20.0,,,129.0,4.5,18.5,1021.1,,A_GUARDA
2019-10-26,14.5,10.5,20.2,,,158.0,4.1,22.2,1018.4,,A_GUARDA
2019-10-27,15.5,12.8,20.4,,,134.0,3.6,16.7,1017.9,,A_GUARDA
2019-10-28,16.9,15.5,18.3,,,152.0,4.7,24.1,1016.2,,A_GUARDA
2019-10-29,17.4,16.3,19.4,,,121.0,3.9,20.4,1017.9,,A_GUARDA
2019-10-30,17.9,17.4,18.5,,,203.0,5.0,27.8,1020.8,,A_GUARDA
2019-10-31,18.0,16.9,19.0,,,17.0,2.8,16.7,1023.7,,A_GUARDA
2019-11-01,18.5,17.8,19.3,,,305.0,8.3,37.0,1019.4,,A_GUARDA
2019-11-02,16.6,14.9,17.8,,,315.0,9.2,35.2,1011.3,,A_GUARDA
2019-11-03,16.6,15.8,17.5,,,316.0,12.4,44.5,1011.1,,A_GUARDA
2019-11-04,15.3,12.3,17.0,,,312.0,16.8,42.6,1010.7,,A_GUARDA
2019-11-05,13.4,11.9,15.6,,,325.0,9.6,37.0,1015.8,,A_GUARDA
2019-11-06,12.6,10.9,14.0,,,335.0,4.5,22.2,1017.8,,A_GUARDA
2019-11-07,10.5,8.4,12.4,,,338.0,7.3,33.3,1017.0,,A_GUARDA
2019-11-08,9.8,7.8,13.1,,,351.0,5.9,31.5,1021.9,,A_GUARDA
2019-11-09,10.9,7.5,13.6,,,347.0,5.2,22.2,1023.0,,A_GUARDA
2019-11-10,10.9,9.3,11.9,,,350.0,3.2,22.2,1023.8,,A_GUARDA
2019-11-11,12.4,8.9,15.6,,,20.0,3.9,27.8,1021.2,,A_GUARDA
2019-11-12,11.1,7.1,15.5,,,27.0,6.5,42.6,1018.1,,A_GUARDA
2019-11-13,14.4,12.4,16.4,,,335.0,9.9,44.5,1014.3,,A_GUARDA
2019-11-14,10.6,8.4,12.5,,,326.0,15.1,53.7,1009.9,,A_GUARDA
2019-11-15,8.1,6.1,11.3,,,342.0,6.4,29.6,1012.5,,A_GUARDA
2019-11-16,7.5,3.4,10.7,,,26.0,2.8,18.5,1017.7,,A_GUARDA
2019-11-17,10.4,8.7,12.4,,,349.0,3.3,22.2,1015.7,,A_GUARDA
2019-11-18,8.6,5.4,12.9,,,,2.4,18.5,1019.2,,A_GUARDA
2019-11-19,8.3,5.2,10.7,,,126.0,4.9,24.1,1015.5,,A_GUARDA
2019-11-20,10.0,8.6,11.9,,,355.0,5.0,27.8,1007.8,,A_GUARDA
2019-11-21,10.9,9.1,13.1,,,14.0,4.2,24.1,1006.1,,A_GUARDA
2019-11-22,13.4,12.2,14.7,,,255.0,17.1,51.8,993.0,,A_GUARDA
2019-11-23,11.4,9.4,13.2,,,331.0,9.9,46.3,1008.4,,A_GUARDA
2019-11-24,11.8,8.1,14.7,,,267.0,9.2,37.0,1013.9,,A_GUARDA
2019-11-25,14.8,13.9,16.2,,,271.0,7.5,29.6,1014.0,,A_GUARDA
2019-11-26,15.7,14.1,16.7,,,248.0,14.3,46.3,1009.2,,A_GUARDA
2019-11-27,13.9,13.6,14.3,,,289.0,10.0,29.6,1012.1,,A_GUARDA
2019-11-28,15.0,14.6,15.5,,,272.0,8.3,35.2,1013.9,,A_GUARDA
2019-11-29,14.5,12.9,15.6,,,206.0,4.8,29.6,1018.5,,A_GUARDA
2019-11-30,14.7,12.3,16.3,,,290.0,10.6,35.2,1016.7,,A_GUARDA
2019-12-01,12.9,10.7,15.2,,,328.0,10.4,40.8,1011.6,,A_GUARDA
2019-12-02,11.0,7.6,15.6,,,27.0,5.8,22.2,1018.6,,A_GUARDA
2019-12-03,7.3,3.4,12.6,,,89.0,5.4,20.4,1017.2,,A_GUARDA
2019-12-04,6.3,1.7,12.3,,,50.0,5.4,20.4,1014.0,,A_GUARDA
2019-12-05,8.9,5.3,14.0,,,56.0,4.0,18.5,1019.7,,A_GUARDA
2019-12-06,8.7,5.6,12.6,,,,3.4,14.8,1023.7,,A_GUARDA
2019-12-07,9.8,6.6,12.5,,,101.0,3.3,13.0,1025.2,,A_GUARDA
2019-12-08,12.3,10.1,13.8,,,67.0,3.4,14.8,1026.8,,A_GUARDA
2019-12-09,8.8,6.3,12.4,,,39.0,2.9,16.7,1031.9,,A_GUARDA
2019-12-10,8.6,4.5,12.3,,,107.0,4.5,18.5,1028.9,,A_GUARDA
2019-12-11,10.7,9.0,12.7,,,352.0,4.1,22.2,1028.6,,A_GUARDA
2019-12-12,12.9,11.6,14.7,,,316.0,15.4,46.3,1022.0,,A_GUARDA
2019-12-13,14.0,12.9,14.8,,,326.0,12.2,40.8,1020.6,,A_GUARDA
2019-12-14,13.4,12.6,14.4,,,293.0,11.0,37.0,1017.9,,A_GUARDA
2019-12-15,12.2,10.1,14.0,,,228.0,8.3,40.8,1009.0,,A_GUARDA
2019-12-16,8.9,7.6,10.1,,,55.0,5.4,22.2,998.6,,A_GUARDA
2019-12-17,7.7,3.3,11.1,,,41.0,4.4,25.9,1007.8,,A_GUARDA
2019-12-18,13.2,10.8,14.6,,,213.0,19.7,59.3,1007.6,,A_GUARDA
2019-12-19,13.9,12.3,15.9,,,239.0,19.5,57.4,998.5,,A_GUARDA
2019-12-20,12.9,11.4,13.7,,,273.0,11.0,35.2,998.8,,A_GUARDA
2019-12-21,15.4,13.7,16.7,,,267.0,17.7,61.1,1004.0,,A_GUARDA
2019-12-22,14.0,10.4,15.8,,,298.0,12.0,42.6,1019.2,,A_GUARDA
2019-12-23,12.0,8.5,14.8,,,176.0,5.5,27.8,1026.7,,A_GUARDA
2019-12-24,14.6,12.8,16.9,,,111.0,2.8,14.8,1025.7,,A_GUARDA
2019-12-25,14.9,12.5,18.5,,,190.0,6.0,31.5,1022.2,,A_GUARDA
2019-12-26,10.2,6.1,13.9,,,82.0,2.4,14.8,1029.3,,A_GUARDA
2019-12-27,8.0,4.2,14.0,,,108.0,4.1,18.5,1028.4,,A_GUARDA
2019-12-28,9.4,5.2,15.7,,,111.0,4.5,20.4,1028.2,,A_GUARDA
2019-12-29,9.7,6.5,16.4,,,141.0,3.7,18.5,1028.8,,A_GUARDA
2019-12-30,8.5,4.7,14.0,,,,2.9,16.7,1031.4,,A_GUARDA
2019-12-31,7.6,4.9,12.3,,,124.0,2.8,14.8,1032.5,,A_GUARDA
2020-01-01,5.8,2.2,10.2,,,,2.7,13.0,1031.9,,A_GUARDA
2020-01-02,7.6,3.5,11.3,,,107.0,3.4,20.4,1030.6,,A_GUARDA
2020-01-03,10.7,8.8,13.0,,,92.0,2.7,14.8,1033.5,,A_GUARDA
2020-01-04,9.5,5.5,13.3,,,96.0,3.3,16.7,1034.8,,A_GUARDA
2020-01-05,6.6,3.6,11.3,,,,2.8,13.0,1031.5,,A_GUARDA
2020-01-06,5.8,2.8,10.1,,,119.0,2.6,13.0,1030.9,,A_GUARDA
2020-01-07,5.9,2.2,10.8,,,,2.7,14.8,1033.0,,A_GUARDA
2020-01-08,9.1,5.4,12.7,,,,2.1,11.1,1031.0,,A_GUARDA
2020-01-09,11.8,9.0,13.8,,,32.0,3.9,20.4,1028.8,,A_GUARDA
2020-01-10,7.9,4.5,12.3,,,79.0,2.5,16.7,1032.4,,A_GUARDA
2020-01-11,6.3,2.4,12.0,,,121.0,2.9,16.7,1032.5,,A_GUARDA
2020-01-12,5.7,2.3,11.0,,,,2.8,13.0,1031.9,,A_GUARDA
2020-01-13,8.2,3.9,12.0,,,175.0,8.2,35.2,1024.5,,A_GUARDA
2020-01-14,13.3,12.2,14.4,,,216.0,14.5,44.5,1016.7,,A_GUARDA
2020-01-15,13.8,11.0,14.7,,,228.0,8.4,46.3,1017.6,,A_GUARDA
2020-01-16,14.7,12.4,16.3,,,238.0,15.4,53.7,1019.7,,A_GUARDA
2020-01-17,10.8,9.2,13.2,,,,3.8,25.9,1030.2,,A_GUARDA
2020-01-18,12.2,9.4,15.0,,,0.0,9.4,35.2,1024.6,,A_GUARDA
2020-01-19,11.1,7.7,15.3,,,14.0,7.5,27.8,1029.4,,A_GUARDA
2020-01-20,7.6,4.3,12.5,,,15.0,7.6,31.5,1029.1,,A_GUARDA
2020-01-21,8.3,3.6,13.2,,,21.0,5.5,25.9,1023.0,,A_GUARDA
2020-01-22,10.6,7.4,15.7,,,37.0,4.8,22.2,1018.7,,A_GUARDA
2020-01-23,9.0,6.6,12.5,,,97.0,4.8,22.2,1016.5,,A_GUARDA
2020-01-24,9.9,6.7,14.7,,,65.0,4.3,20.4,1018.5,,A_GUARDA
2020-01-25,8.2,4.5,13.0,,,66.0,4.1,18.5,1018.0,,A_GUARDA
2020-01-26,10.0,6.2,14.1,,,167.0,6.7,29.6,1022.7,,A_GUARDA
2020-01-27,13.5,12.7,14.1,,,240.0,12.8,38.9,1020.2,,A_GUARDA
2020-01-28,13.2,11.0,14.7,,,244.0,7.0,31.5,1021.9,,A_GUARDA
2020-01-29,14.5,13.8,15.2,,,245.0,10.5,37.0,1022.2,,A_GUARDA
2020-01-30,14.8,14.0,15.5,,,215.0,10.8,40.8,1021.4,,A_GUARDA
2020-01-31,15.2,14.4,16.3,,,207.0,7.8,33.3,1021.8,,A_GUARDA
2020-02-01,16.2,15.3,17.0,,,246.0,7.7,29.6,1024.1,,A_GUARDA
2020-02-02,16.7,14.0,19.6,,,206.0,6.5,27.8,1027.7,,A_GUARDA
2020-02-03,14.6,11.8,19.1,,,115.0,4.2,18.5,1028.6,,A_GUARDA
2020-02-04,13.2,10.8,16.6,,,61.0,4.5,18.5,1030.7,,A_GUARDA
2020-02-05,12.4,9.5,17.5,,,88.0,6.3,20.4,1025.2,,A_GUARDA
2020-02-06,12.3,9.3,16.7,,,84.0,5.3,20.4,1021.2,,A_GUARDA
2020-02-07,12.9,9.9,16.1,,,34.0,5.2,22.2,1022.3,,A_GUARDA
2020-02-08,12.1,8.9,14.6,,,345.0,4.1,24.1,1025.3,,A_GUARDA
2020-02-09,12.2,8.5,15.0,,,221.0,6.5,27.8,1029.2,,A_GUARDA
2020-02-10,14.7,12.8,16.0,,,20.0,4.1,16.7,1032.8,,A_GUARDA
2020-02-11,12.2,10.5,14.2,,,75.0,3.5,14.8,1029.1,,A_GUARDA
2020-02-12,12.2,9.3,14.7,,,67.0,4.3,14.8,1024.2,,A_GUARDA
2020-02-13,13.7,12.2,15.1,,,31.0,4.5,18.5,1024.9,,A_GUARDA
2020-02-14,13.4,11.5,15.7,,,70.0,3.8,16.7,1026.5,,A_GUARDA
2020-02-15,13.3,10.3,16.5,,,180.0,8.3,31.5,1025.2,,A_GUARDA
2020-02-16,15.7,15.1,16.6,,,217.0,13.7,40.8,1024.3,,A_GUARDA
2020-02-17,12.7,7.7,16.1,,,314.0,6.4,31.5,1030.4,,A_GUARDA
2020-02-18,9.1,4.1,13.8,,,14.0,5.2,27.8,1035.1,,A_GUARDA
2020-02-19,8.5,4.1,13.8,,,26.0,4.2,16.7,1031.9,,A_GUARDA
2020-02-20,9.1,3.6,14.7,,,34.0,4.3,20.4,1026.0,,A_GUARDA
2020-02-21,11.8,8.3,17.2,,,41.0,5.4,20.4,1028.6,,A_GUARDA
2020-02-22,11.6,7.5,17.7,,,57.0,5.0,20.4,1032.0,,A_GUARDA
2020-02-23,11.7,6.9,18.5,,,72.0,4.8,18.5,1031.9,,A_GUARDA
2020-02-24,10.2,6.1,15.4,,,36.0,4.5,24.1,1028.8,,A_GUARDA
2020-02-25,11.0,8.9,13.6,,,9.0,4.5,22.2,1026.1,,A_GUARDA
2020-02-26,11.2,8.6,13.7,,,10.0,3.7,20.4,1026.9,,A_GUARDA
2020-02-27,13.2,10.5,16.0,,,349.0,5.3,22.2,1025.9,,A_GUARDA
2020-02-28,12.0,8.6,15.7,,,199.0,5.8,33.3,1020.2,,A_GUARDA
2020-02-29,13.4,11.7,14.5,,,282.0,12.4,44.5,1013.8,,A_GUARDA
2020-03-01,14.5,13.2,16.1,,,277.0,14.4,44.5,1011.1,,A_GUARDA
2020-03-02,13.2,11.4,16.6,,,314.0,15.4,51.8,1014.4,,A_GUARDA
2020-03-03,14.5,13.6,15.4,,,302.0,12.0,38.9,1020.0,,A_GUARDA
2020-03-04,15.4,14.6,15.9,,,301.0,8.6,31.5,1021.3,,A_GUARDA
2020-03-05,13.8,11.2,16.7,,,314.0,14.1,40.8,1017.6,,A_GUARDA
2020-03-06,11.9,9.6,13.8,,,351.0,9.0,35.2,1026.1,,A_GUARDA
2020-03-07,11.4,8.4,15.3,,,,4.1,20.4,1029.4,,A_GUARDA
2020-03-08,10.5,7.2,13.5,,,53.0,3.9,18.5,1028.5,,A_GUARDA
