COMUNIDAD AUTÓNOMA,PROVINCIA,MUNICIPIO,PARTIDO POLITICO MUNICIPAL,FECHA POSESIÓN,FECHA BAJA
Galicia,Pontevedra,Nigrán,PP,11/06/2011,13/06/2015
Galicia,Pontevedra,Nigrán,PSOE,13/06/2015,15/06/2019
Galicia,Pontevedra,Nigrán,PSOE,15/06/2019,
Galicia,Lugo,"Nogais, As",PSOE,16/06/2007,11/06/2011
Galicia,Lugo,"Nogais, As",PP,11/06/2011,13/06/2015
Galicia,Lugo,"Nogais, As",PP,13/06/2015,15/06/2019
Galicia,Lugo,"Nogais, As",PP,15/06/2019,
Galicia,Ourense,Nogueira de Ramuín,PP,16/06/2007,11/06/2011
Galicia,Ourense,Nogueira de Ramuín,PP,11/06/2011,13/06/2015
Galicia,Ourense,Nogueira de Ramuín,PP,13/06/2015,15/06/2019
Galicia,Ourense,Nogueira de Ramuín,PP,15/06/2019,11/03/2022
Galicia,Ourense,Nogueira de Ramuín,PP,24/03/2022,
Galicia,"Coruña, A",Noia,PSOE,16/06/2007,11/06/2011
Galicia,"Coruña, A",Noia,PSOE,11/06/2011,13/06/2015
Galicia,"Coruña, A",Noia,PSOE,13/06/2015,17/02/2016
Galicia,"Coruña, A",Noia,PP,17/02/2016,15/06/2019
Galicia,"Coruña, A",Noia,PP,15/06/2019,
Galicia,Pontevedra                                        ,OIA,PP,03/07/1999,14/06/2003
Galicia,Pontevedra                                        ,OIA,PP,14/06/2003,
Galicia,Ourense                                           ,OIMBRA,PP,03/07/1999,
Galicia,"Coruña, A                                         ",OLEIROS,IND,03/07/1999,14/06/2003
Galicia,"Coruña, A                                         ",OLEIROS,IND,14/06/2003,
Galicia,"Coruña, A                                         ",ORDES,OTROS,03/07/1999,04/07/2003
Galicia,"Coruña, A                                         ",ORDES,PP,04/07/2003,
Galicia,"Coruña, A                                         ",OROSO,PP,03/07/1999,05/04/2002
Galicia,"Coruña, A                                         ",OROSO,PSOE,05/04/2002,14/06/2003
Galicia,"Coruña, A                                         ",OROSO,OTROS,14/06/2003,
Galicia,"Coruña, A                                         ",ORTIGUEIRA,PP,03/07/1999,14/06/2003
Galicia,"Coruña, A                                         ",ORTIGUEIRA,PP,14/06/2003,
Galicia,Ourense                                           ,OURENSE,PP,23/07/1999,14/06/2003
Galicia,Ourense                                           ,OURENSE,PP,14/06/2003,
Galicia,Lugo                                              ,OUROL,PP,03/07/1999,14/06/2003
Galicia,Lugo                                              ,OUROL,PP,14/06/2003,
Galicia,Lugo                                              ,OUTEIRO DE REI,PP,03/07/1999,14/06/2003
Galicia,Lugo                                              ,OUTEIRO DE REI,PP,14/06/2003,
Galicia,"Coruña, A                                         ",OUTES,PP,03/07/1999,14/06/2003
Galicia,"Coruña, A                                         ",OUTES,PP,14/06/2003,
Galicia,"Coruña, A                                         ",OZA DOS RIOS,PP,03/07/1999,
Galicia,"Coruña, A                                         ",OZA DOS RÍOS,PP,14/06/2003,
Galicia,Pontevedra,Oia,PP,16/06/2007,11/06/2011
Galicia,Pontevedra,Oia,PP,11/06/2011,13/06/2015
Galicia,Pontevedra,Oia,PSOE,13/06/2015,12/11/2015
Galicia,Pontevedra,Oia,PP,12/11/2015,15/06/2019
Galicia,Pontevedra,Oia,PP,15/06/2019,
Galicia,"Coruña, A",Oleiros,OTROS,16/06/2007,11/06/2011
Galicia,"Coruña, A",Oleiros,OTROS,11/06/2011,13/06/2015
Galicia,"Coruña, A",Oleiros,OTROS,13/06/2015,15/06/2019
Galicia,"Coruña, A",Oleiros,OTROS,15/06/2019,
Galicia,"Coruña, A",Ordes,OTROS,16/06/2007,11/06/2011
Galicia,"Coruña, A",Ordes,OTROS,11/06/2011,03/07/2015
Galicia,"Coruña, A",Ordes,PP,03/07/2015,15/06/2019
Galicia,"Coruña, A",Ordes,PP,15/06/2019,
Galicia,"Coruña, A",Oroso,PSOE,16/06/2007,11/06/2011
Galicia,"Coruña, A",Oroso,PSOE,11/06/2011,13/06/2015
Galicia,"Coruña, A",Oroso,PSOE,13/06/2015,15/06/2019
Galicia,"Coruña, A",Oroso,PSOE,15/06/2019,10/05/2021
Galicia,"Coruña, A",Oroso,PSOE,25/05/2021,
Galicia,"Coruña, A",Ortigueira,PP,16/06/2007,11/10/2007
Galicia,"Coruña, A",Ortigueira,PP,20/10/2007,11/06/2011
Galicia,"Coruña, A",Ortigueira,PP,11/06/2011,13/06/2015
Galicia,"Coruña, A",Ortigueira,PSOE,13/06/2015,15/06/2019
Galicia,"Coruña, A",Ortigueira,PSOE,15/06/2019,
Galicia,Ourense,Ourense,PSOE,16/06/2007,11/06/2011
Galicia,Ourense,Ourense,PSOE,11/06/2011,29/09/2012
Galicia,Ourense,Ourense,PSOE,10/10/2012,13/06/2015
Galicia,Ourense,Ourense,PP,13/06/2015,15/06/2019
Galicia,Ourense,Ourense,OTROS,15/06/2019,
Galicia,Lugo,Ourol,PP,16/06/2007,11/06/2011
Galicia,Lugo,Ourol,PP,11/06/2011,13/06/2015
Galicia,Lugo,Ourol,PSOE,13/06/2015,15/06/2019
Galicia,Lugo,Ourol,PSOE,15/06/2019,
Galicia,Lugo,Outeiro de Rei,PP,16/06/2007,11/06/2011
Galicia,Lugo,Outeiro de Rei,PP,11/06/2011,13/06/2015
Galicia,Lugo,Outeiro de Rei,PP,13/06/2015,15/06/2019
Galicia,Lugo,Outeiro de Rei,PP,15/06/2019,
Galicia,"Coruña, A",Outes,PP,16/06/2007,11/06/2011
Galicia,"Coruña, A",Outes,PP,11/06/2011,13/06/2015
Galicia,"Coruña, A",Outes,PP,13/06/2015,22/08/2016
Galicia,"Coruña, A",Outes,PP,25/08/2016,15/06/2019
Galicia,"Coruña, A",Outes,OTROS,15/06/2019,
Galicia,"Coruña, A",Oza dos Ríos,PP,16/06/2007,11/06/2011
Galicia,"Coruña, A",Oza dos Ríos,PP,11/06/2011,14/06/2013
Galicia,"Coruña, A",Oza-Cesuras,C.GEST.,14/06/2013,13/06/2015
Galicia,"Coruña, A",Oza-Cesuras,PP,13/06/2015,15/06/2019
Galicia,"Coruña, A",Oza-Cesuras,PP,15/06/2019,
Galicia,Ourense                                           ,OÍMBRA,PP,14/06/2003,
Galicia,Ourense,Oímbra,PP,16/06/2007,11/06/2011
Galicia,Ourense,Oímbra,PP,11/06/2011,13/06/2015
Galicia,Ourense,Oímbra,PP,13/06/2015,15/06/2019
Galicia,Ourense,Oímbra,PP,15/06/2019,
Galicia,"Coruña, A                                         ",PADERNE,PSOE,03/07/1999,14/06/2003
Galicia,"Coruña, A                                         ",PADERNE,PSOE,14/06/2003,
Galicia,Ourense                                           ,PADERNE DE ALLARIZ,PP,03/07/1999,14/06/2003
Galicia,Ourense                                           ,PADERNE DE ALLARIZ,PP,14/06/2003,
Galicia,Ourense                                           ,PADRENDA,PP,03/07/1999,14/06/2003
Galicia,Ourense                                           ,PADRENDA,PP,14/06/2003,
Galicia,"Coruña, A                                         ",PADRON,PP,03/07/1999,
Galicia,"Coruña, A                                         ",PADRÓN,PP,14/06/2003,
Galicia,Lugo                                              ,PALAS DE REI,PP,03/07/1999,14/06/2003
Galicia,Lugo                                              ,PALAS DE REI,PP,14/06/2003,
Galicia,Lugo                                              ,PANTON,PP,03/07/1999,
Galicia,Lugo                                              ,PANTÓN,PP,14/06/2003,
Galicia,Ourense                                           ,PARADA DE SIL,PP,03/07/1999,14/06/2003
Galicia,Ourense                                           ,PARADA DE SIL,PP,14/06/2003,
Galicia,Lugo                                              ,PARADELA,PP,03/07/1999,14/06/2003
Galicia,Lugo                                              ,PARADELA,PP,14/06/2003,
Galicia,Lugo                                              ,PARAMO (O),PP,03/07/1999,
Galicia,Lugo                                              ,PASTORIZA (A),PP,03/07/1999,14/06/2003
Galicia,Lugo                                              ,PASTORIZA (A),PP,14/06/2003,
Galicia,Pontevedra                                        ,PAZOS DE BORBEN,PP,03/07/1999,
Galicia,Pontevedra                                        ,PAZOS DE BORBÉN,PP,14/06/2003,
Galicia,Lugo                                              ,PEDRAFITA DO CEBREIRO,PSOE,03/07/1999,14/06/2003
Galicia,Lugo                                              ,PEDRAFITA DO CEBREIRO,PSOE,14/06/2003,
Galicia,Ourense                                           ,PEREIRO DE AGUIAR (O),PP,03/07/1999,14/06/2003
Galicia,Ourense                                           ,PEREIRO DE AGUIAR (O),PP,14/06/2003,
Galicia,Ourense                                           ,PEROXA (A),PP,03/07/1999,14/06/2003
Galicia,Ourense                                           ,PEROXA (A),PP,14/06/2003,
Galicia,Ourense                                           ,PETIN,PSOE,03/07/1999,
Galicia,Ourense                                           ,PETÍN,PSOE,14/06/2003,
Galicia,"Coruña, A                                         ",PINO (O),PP,03/07/1999,14/06/2003
Galicia,"Coruña, A                                         ",PINO (O),PP,14/06/2003,
Galicia,Ourense                                           ,PIÑOR,PP,03/07/1999,14/06/2003
Galicia,Ourense                                           ,PIÑOR,PSOE,14/06/2003,
Galicia,Lugo                                              ,POBRA DE BROLLON (A),PP,03/07/1999,
Galicia,Ourense                                           ,POBRA DE TRIVES (A),PP,03/07/1999,14/06/2003
Galicia,Ourense                                           ,POBRA DE TRIVES (A),PP,14/06/2003,
Galicia,Lugo                                              ,POBRA DO BROLLÓN (A),PP,14/06/2003,21/04/2004
Galicia,Lugo                                              ,POBRA DO BROLLÓN (A),PP,26/04/2004,
Galicia,"Coruña, A                                         ",POBRA DO CARAMIÑAL (A),PP,03/07/1999,14/06/2003
Galicia,"Coruña, A                                         ",POBRA DO CARAMIÑAL (A),PP,14/06/2003,
Galicia,Pontevedra                                        ,POIO,BNG,13/07/1999,14/06/2003
Galicia,Pontevedra                                        ,POIO,BNG,14/06/2003,
Galicia,Lugo                                              ,POL,PP,03/07/1999,14/06/2003
Galicia,Lugo                                              ,POL,PP,14/06/2003,
Galicia,Pontevedra                                        ,PONTE CALDELAS,PP,14/06/2003,
Galicia,Pontevedra                                        ,PONTE-CALDELAS,PP,03/07/1999,
Galicia,Pontevedra                                        ,PONTEAREAS,OTROS,03/07/1999,12/09/2000
Galicia,Pontevedra                                        ,PONTEAREAS,OTROS,15/09/2000,14/06/2003
Galicia,Pontevedra                                        ,PONTEAREAS,PSOE,14/06/2003,13/05/2004
Galicia,Pontevedra                                        ,PONTEAREAS,PP,13/05/2004,
Galicia,"Coruña, A                                         ",PONTECESO,PP,03/07/1999,14/06/2003
Galicia,"Coruña, A                                         ",PONTECESO,PP,14/06/2003,
Galicia,Pontevedra                                        ,PONTECESURES,BNG,03/07/1999,14/06/2003
Galicia,Pontevedra                                        ,PONTECESURES,BNG,14/06/2003,
Galicia,"Coruña, A                                         ",PONTEDEUME,PSOE,03/07/1999,14/06/2003
Galicia,"Coruña, A                                         ",PONTEDEUME,PSOE,14/06/2003,
Galicia,Ourense                                           ,PONTEDEVA,PP,03/07/1999,04/07/2003
Galicia,Ourense                                           ,PONTEDEVA,PP,04/07/2003,
Galicia,Lugo                                              ,PONTENOVA (A),PP,03/07/1999,14/06/2003
Galicia,Lugo                                              ,PONTENOVA (A),PP,14/06/2003,
Galicia,"Coruña, A                                         ",PONTES DE GARCIA RODRIGUEZ (AS),BNG,03/07/1999,
Galicia,"Coruña, A                                         ",PONTES DE GARCÍA RODRÍGUEZ (AS),BNG,14/06/2003,
Galicia,Pontevedra                                        ,PONTEVEDRA,BNG,03/07/1999,14/06/2003
Galicia,Pontevedra                                        ,PONTEVEDRA,BNG,14/06/2003,
Galicia,Ourense                                           ,PORQUEIRA,PP,03/07/1999,14/06/2003
Galicia,Ourense                                           ,PORQUEIRA,OTROS,14/06/2003,
Galicia,Pontevedra                                        ,PORRIÑO (O),PP,03/07/1999,14/06/2003
Galicia,Pontevedra                                        ,PORRIÑO (O),BNG,14/06/2003,
Galicia,Pontevedra                                        ,PORTAS,PP,03/07/1999,14/06/2003
Galicia,Pontevedra                                        ,PORTAS,PP,14/06/2003,
Galicia,"Coruña, A                                         ",PORTO DO SON,PSOE,03/07/1999,14/06/2003
Galicia,"Coruña, A                                         ",PORTO DO SON,PSOE,14/06/2003,
Galicia,Lugo                                              ,PORTOMARIN,PP,03/07/1999,
Galicia,Lugo                                              ,PORTOMARÍN,PP,14/06/2003,
Galicia,Ourense                                           ,PUNXIN,PP,03/07/1999,
Galicia,Ourense                                           ,PUNXÍN,PP,14/06/2003,
Galicia,"Coruña, A",Paderne,PSOE,16/06/2007,11/06/2011
Galicia,"Coruña, A",Paderne,PSOE,11/06/2011,13/06/2015
Galicia,"Coruña, A",Paderne,PSOE,13/06/2015,15/06/2019
Galicia,"Coruña, A",Paderne,PSOE,15/06/2019,
Galicia,Ourense,Paderne de Allariz,PP,16/06/2007,11/06/2011
Galicia,Ourense,Paderne de Allariz,PP,11/06/2011,13/06/2015
Galicia,Ourense,Paderne de Allariz,PP,13/06/2015,15/06/2019
Galicia,Ourense,Paderne de Allariz,PP,15/06/2019,23/01/2023
Galicia,Ourense,Paderne de Allariz,PP,23/01/2023,
Galicia,Ourense,Padrenda,PP,16/06/2007,11/06/2011
Galicia,Ourense,Padrenda,PP,11/06/2011,13/06/2015
Galicia,Ourense,Padrenda,PP,13/06/2015,15/06/2019
Galicia,Ourense,Padrenda,PP,15/06/2019,
Galicia,"Coruña, A",Padrón,PSOE,16/06/2007,11/06/2011
Galicia,"Coruña, A",Padrón,PP,11/06/2011,13/06/2015
Galicia,"Coruña, A",Padrón,PP,13/06/2015,15/06/2019
Galicia,"Coruña, A",Padrón,PP,15/06/2019,
Galicia,Lugo,Palas de Rei,PP,16/06/2007,11/06/2011
Galicia,Lugo,Palas de Rei,PP,11/06/2011,13/06/2015
Galicia,Lugo,Palas de Rei,PP,13/06/2015,15/06/2019
Galicia,Lugo,Palas de Rei,PP,15/06/2019,
Galicia,Lugo,Pantón,PP,16/06/2007,11/06/2011
Galicia,Lugo,Pantón,PP,11/06/2011,13/06/2015
Galicia,Lugo,Pantón,PP,13/06/2015,15/06/2019
Galicia,Lugo,Pantón,PP,15/06/2019,
Galicia,Ourense,Parada de Sil,PSOE,16/06/2007,11/06/2011
Galicia,Ourense,Parada de Sil,PSOE,11/06/2011,13/06/2015
Galicia,Ourense,Parada de Sil,PSOE,13/06/2015,15/06/2019
Galicia,Ourense,Parada de Sil,PSOE,15/06/2019,
Galicia,Lugo,Paradela,PP,16/06/2007,11/06/2011
Galicia,Lugo,Paradela,PP,11/06/2011,13/06/2015
Galicia,Lugo,Paradela,PP,13/06/2015,15/06/2019
Galicia,Lugo,Paradela,PP,15/06/2019,
Galicia,Lugo,"Pastoriza, A",PSOE,16/06/2007,11/06/2011
Galicia,Lugo,"Pastoriza, A",PSOE,11/06/2011,13/06/2015
Galicia,Lugo,"Pastoriza, A",PSOE,13/06/2015,15/06/2019
Galicia,Lugo,"Pastoriza, A",PSOE,15/06/2019,
Galicia,Pontevedra,Pazos de Borbén,PP,16/06/2007,11/06/2011
Galicia,Pontevedra,Pazos de Borbén,PP,11/06/2011,13/06/2015
Galicia,Pontevedra,Pazos de Borbén,PP,13/06/2015,15/06/2019
Galicia,Pontevedra,Pazos de Borbén,PP,15/06/2019,
Galicia,Lugo,Pedrafita do Cebreiro,PSOE,16/06/2007,11/06/2011
Galicia,Lugo,Pedrafita do Cebreiro,PSOE,11/06/2011,01/04/2014
Galicia,Lugo,Pedrafita do Cebreiro,N.ADS.,01/04/2014,13/06/2015
Galicia,Lugo,Pedrafita do Cebreiro,PSOE,13/06/2015,15/06/2019
Galicia,Lugo,Pedrafita do Cebreiro,PSOE,15/06/2019,
Galicia,Ourense,"Pereiro de Aguiar, O",PP,16/06/2007,11/06/2011
Galicia,Ourense,"Pereiro de Aguiar, O",PP,11/06/2011,13/06/2015
Galicia,Ourense,"Pereiro de Aguiar, O",PP,13/06/2015,15/06/2019
Galicia,Ourense,"Pereiro de Aguiar, O",PP,15/06/2019,
Galicia,Ourense,"Peroxa, A",PP,16/06/2007,11/06/2011
Galicia,Ourense,"Peroxa, A",PP,11/06/2011,13/06/2015
Galicia,Ourense,"Peroxa, A",PP,13/06/2015,15/06/2019
Galicia,Ourense,"Peroxa, A",PP,15/06/2019,
Galicia,Ourense,Petín,PSOE,16/06/2007,11/06/2011
Galicia,Ourense,Petín,PSOE,11/06/2011,13/06/2015
Galicia,Ourense,Petín,PSOE,13/06/2015,15/06/2019
Galicia,Ourense,Petín,PSOE,15/06/2019,
Galicia,"Coruña, A","Pino, O",PP,16/06/2007,11/06/2011
Galicia,"Coruña, A","Pino, O",PP,11/06/2011,13/06/2015
Galicia,"Coruña, A","Pino, O",PP,13/06/2015,15/06/2019
Galicia,"Coruña, A","Pino, O",PP,15/06/2019,
Galicia,Ourense,Piñor,PSOE,16/06/2007,11/06/2011
Galicia,Ourense,Piñor,PSOE,11/06/2011,13/06/2015
Galicia,Ourense,Piñor,PP,13/06/2015,15/06/2019
Galicia,Ourense,Piñor,PP,15/06/2019,
Galicia,Ourense,"Pobra de Trives, A",OTROS,16/06/2007,30/06/2008
Galicia,Ourense,"Pobra de Trives, A",PP,30/06/2008,11/06/2011
Galicia,Ourense,"Pobra de Trives, A",IND,11/06/2011,13/06/2015
Galicia,Ourense,"Pobra de Trives, A",OTROS,13/06/2015,21/12/2017
Galicia,Ourense,"Pobra de Trives, A",OTROS,28/12/2017,15/06/2019
Galicia,Ourense,"Pobra de Trives, A",PSOE,15/06/2019,
Galicia,Lugo,"Pobra do Brollón, A",BNG,16/06/2007,11/06/2011
Galicia,Lugo,"Pobra do Brollón, A",BNG,11/06/2011,13/06/2015
Galicia,Lugo,"Pobra do Brollón, A",BNG,13/06/2015,15/06/2019
Galicia,Lugo,"Pobra do Brollón, A",BNG,15/06/2019,
Galicia,"Coruña, A","Pobra do Caramiñal, A",PP,16/06/2007,11/06/2011
Galicia,"Coruña, A","Pobra do Caramiñal, A",PP,11/06/2011,13/06/2015
Galicia,"Coruña, A","Pobra do Caramiñal, A",OTROS,13/06/2015,15/06/2019
Galicia,"Coruña, A","Pobra do Caramiñal, A",OTROS,15/06/2019,
Galicia,Pontevedra,Poio,BNG,16/06/2007,11/06/2011
Galicia,Pontevedra,Poio,BNG,11/06/2011,13/06/2015
Galicia,Pontevedra,Poio,BNG,13/06/2015,15/06/2019
Galicia,Pontevedra,Poio,BNG,15/06/2019,
Galicia,Lugo,Pol,PSOE,16/06/2007,11/06/2011
Galicia,Lugo,Pol,PSOE,11/06/2011,13/06/2015
Galicia,Lugo,Pol,PSOE,13/06/2015,15/06/2019
Galicia,Lugo,Pol,PSOE,15/06/2019,
Galicia,Pontevedra,Ponte Caldelas,PP,16/06/2007,11/06/2011
Galicia,Pontevedra,Ponte Caldelas,PP,11/06/2011,13/06/2015
Galicia,Pontevedra,Ponte Caldelas,PSOE,13/06/2015,15/06/2019
Galicia,Pontevedra,Ponte Caldelas,PSOE,15/06/2019,
Galicia,Pontevedra,Ponteareas,PP,16/06/2007,11/06/2011
Galicia,Pontevedra,Ponteareas,PP,11/06/2011,13/06/2015
Galicia,Pontevedra,Ponteareas,BNG,13/06/2015,15/06/2019
Galicia,Pontevedra,Ponteareas,BNG,15/06/2019,11/05/2021
Galicia,Pontevedra,Ponteareas,BNG,22/05/2021,
Galicia,"Coruña, A",Ponteceso,PP,16/06/2007,11/06/2011
Galicia,"Coruña, A",Ponteceso,PP,11/06/2011,13/06/2015
Galicia,"Coruña, A",Ponteceso,PSOE,13/06/2015,15/06/2019
Galicia,"Coruña, A",Ponteceso,PSOE,15/06/2019,
Galicia,Pontevedra,Pontecesures,OTROS,16/06/2007,11/06/2011
Galicia,Pontevedra,Pontecesures,BNG,11/06/2011,13/06/2015
Galicia,Pontevedra,Pontecesures,BNG,13/06/2015,09/05/2016
Galicia,Pontevedra,Pontecesures,PP,09/05/2016,15/06/2019
Galicia,Pontevedra,Pontecesures,PP,15/06/2019,
Galicia,"Coruña, A",Pontedeume,PP,16/06/2007,11/06/2011
Galicia,"Coruña, A",Pontedeume,PP,11/06/2011,13/06/2015
Galicia,"Coruña, A",Pontedeume,PSOE,13/06/2015,15/06/2019
Galicia,"Coruña, A",Pontedeume,PSOE,15/06/2019,
Galicia,Ourense,Pontedeva,PP,16/06/2007,11/06/2011
Galicia,Ourense,Pontedeva,PP,11/06/2011,13/06/2015
Galicia,Ourense,Pontedeva,PP,13/06/2015,15/06/2019
Galicia,Ourense,Pontedeva,PP,15/06/2019,
Galicia,Lugo,"Pontenova, A",PSOE,16/06/2007,11/06/2011
Galicia,Lugo,"Pontenova, A",PSOE,11/06/2011,13/06/2015
Galicia,Lugo,"Pontenova, A",PSOE,13/06/2015,15/06/2019
Galicia,Lugo,"Pontenova, A",PSOE,15/06/2019,
Galicia,"Coruña, A","Pontes de García Rodríguez, As",PSOE,16/06/2007,11/06/2011
Galicia,"Coruña, A","Pontes de García Rodríguez, As",PSOE,11/06/2011,13/06/2015
Galicia,"Coruña, A","Pontes de García Rodríguez, As",PSOE,13/06/2015,15/06/2019
Galicia,"Coruña, A","Pontes de García Rodríguez, As",PSOE,15/06/2019,
Galicia,Pontevedra,Pontevedra,BNG,16/06/2007,11/06/2011
Galicia,Pontevedra,Pontevedra,BNG,11/06/2011,13/06/2015
Galicia,Pontevedra,Pontevedra,BNG,13/06/2015,15/06/2019
Galicia,Pontevedra,Pontevedra,BNG,15/06/2019,
Galicia,Ourense,Porqueira,PP,16/06/2007,11/06/2011
Galicia,Ourense,Porqueira,PP,11/06/2011,13/06/2015
Galicia,Ourense,Porqueira,PP,13/06/2015,15/06/2019
Galicia,Ourense,Porqueira,PP,15/06/2019,
Galicia,Pontevedra,"Porriño, O",BNG,16/06/2007,01/02/2010
Galicia,Pontevedra,"Porriño, O",OTROS,01/02/2010,11/06/2011
Galicia,Pontevedra,"Porriño, O",PP,11/06/2011,13/06/2015
Galicia,Pontevedra,"Porriño, O",PSOE,13/06/2015,15/06/2019
Galicia,Pontevedra,"Porriño, O",PSOE,15/06/2019,02/12/2021
Galicia,Pontevedra,"Porriño, O",PP,23/12/2021,
Galicia,Pontevedra,Portas,PP,16/06/2007,11/06/2011
Galicia,Pontevedra,Portas,PP,11/06/2011,13/06/2015
Galicia,Pontevedra,Portas,PP,13/06/2015,15/06/2019
Galicia,Pontevedra,Portas,PP,15/06/2019,
Galicia,"Coruña, A",Porto do Son,PP,16/06/2007,18/11/2009
Galicia,"Coruña, A",Porto do Son,PSOE,18/11/2009,11/06/2011
Galicia,"Coruña, A",Porto do Son,PP,11/06/2011,13/06/2015
Galicia,"Coruña, A",Porto do Son,PP,13/06/2015,15/06/2019
Galicia,"Coruña, A",Porto do Son,PP,15/06/2019,
Galicia,Lugo,Portomarín,PSOE,16/06/2007,11/06/2011
Galicia,Lugo,Portomarín,PP,11/06/2011,13/06/2015
Galicia,Lugo,Portomarín,PP,13/06/2015,15/06/2019
Galicia,Lugo,Portomarín,PP,15/06/2019,29/10/2021
Galicia,Lugo,Portomarín,PP,06/11/2021,
Galicia,Ourense,Punxín,PSOE,16/06/2007,11/06/2011
Galicia,Ourense,Punxín,PP,11/06/2011,13/06/2015
Galicia,Ourense,Punxín,PP,13/06/2015,15/06/2019
Galicia,Ourense,Punxín,PP,15/06/2019,
Galicia,Lugo                                              ,PÁRAMO (O),PP,14/06/2003,
Galicia,Lugo,"Páramo, O",PP,16/06/2007,11/06/2011
Galicia,Lugo,"Páramo, O",PP,11/06/2011,13/06/2015
Galicia,Lugo,"Páramo, O",PP,13/06/2015,15/06/2019
Galicia,Lugo,"Páramo, O",OTROS,15/06/2019,
Galicia,Ourense                                           ,QUINTELA DE LEIRADO,PP,03/07/1999,10/07/2003
Galicia,Ourense                                           ,QUINTELA DE LEIRADO,PP,10/07/2003,
Galicia,Lugo                                              ,QUIROGA,PP,03/07/1999,14/06/2003
Galicia,Lugo                                              ,QUIROGA,PP,14/06/2003,
Galicia,Ourense,Quintela de Leirado,PP,16/06/2007,11/06/2011
Galicia,Ourense,Quintela de Leirado,PP,11/06/2011,13/06/2015
Galicia,Ourense,Quintela de Leirado,PP,13/06/2015,15/06/2019
Galicia,Ourense,Quintela de Leirado,PP,15/06/2019,
Galicia,Lugo,Quiroga,PP,16/06/2007,11/06/2011
Galicia,Lugo,Quiroga,PP,11/06/2011,13/06/2015
Galicia,Lugo,Quiroga,PP,13/06/2015,15/06/2019
Galicia,Lugo,Quiroga,PP,15/06/2019,
Galicia,Lugo                                              ,RABADE,IND,03/07/1999,
Galicia,Ourense                                           ,RAIRIZ DE VEIGA,BNG,03/07/1999,14/06/2003
Galicia,Ourense                                           ,RAIRIZ DE VEIGA,BNG,14/06/2003,
Galicia,Ourense                                           ,RAMIRAS,PP,03/07/1999,
Galicia,Ourense                                           ,RAMIRÁS,PP,14/06/2003,
Galicia,Pontevedra                                        ,REDONDELA,PSOE,03/07/1999,14/06/2003
Galicia,Pontevedra                                        ,REDONDELA,PSOE,14/06/2003,
Galicia,"Coruña, A                                         ",RIANXO,PSOE,03/07/1999,14/06/2003
Galicia,"Coruña, A                                         ",RIANXO,PSOE,14/06/2003,
Galicia,Ourense                                           ,RIBADAVIA,PP,03/07/1999,14/06/2003
Galicia,Ourense                                           ,RIBADAVIA,PSOE,14/06/2003,
Galicia,Lugo                                              ,RIBADEO,PP,03/07/1999,14/06/2003
Galicia,Lugo                                              ,RIBADEO,PSOE,14/06/2003,
Galicia,Pontevedra                                        ,RIBADUMIA,PP,03/07/1999,22/05/2001
Galicia,Pontevedra                                        ,RIBADUMIA,PP,01/06/2001,04/07/2003
Galicia,Pontevedra                                        ,RIBADUMIA,PP,04/07/2003,
Galicia,Lugo                                              ,RIBAS DE SIL,PSOE,03/07/1999,14/06/2003
Galicia,Lugo                                              ,RIBAS DE SIL,PSOE,14/06/2003,
Galicia,"Coruña, A                                         ",RIBEIRA,PP,03/07/1999,14/06/2003
Galicia,"Coruña, A                                         ",RIBEIRA,PP,14/06/2003,
Galicia,Lugo                                              ,RIBEIRA DE PIQUIN,PP,03/07/1999,
Galicia,Lugo                                              ,RIBEIRA DE PIQUÍN,PP,14/06/2003,
Galicia,Ourense                                           ,RIOS,PP,03/07/1999,
Galicia,Lugo                                              ,RIOTORTO,PP,03/07/1999,14/06/2003
Galicia,Lugo                                              ,RIOTORTO,PP,14/06/2003,
Galicia,Ourense                                           ,RIÓS,PP,14/06/2003,
Galicia,Pontevedra                                        ,RODEIRO,PP,03/07/1999,14/06/2003
Galicia,Pontevedra                                        ,RODEIRO,PP,14/06/2003,
Galicia,"Coruña, A                                         ",ROIS,PP,03/07/1999,14/06/2003
Galicia,"Coruña, A                                         ",ROIS,BNG,14/06/2003,
Galicia,Pontevedra                                        ,ROSAL (O),PP,03/07/1999,14/06/2003
Galicia,Pontevedra                                        ,ROSAL (O),PP,14/06/2003,
Galicia,Ourense                                           ,RUA (A),PP,03/07/1999,27/08/2001
Galicia,Ourense                                           ,RUA (A),IND,27/08/2001,
Galicia,Ourense                                           ,RUBIA,PSOE,03/07/1999,
Galicia,Ourense                                           ,RUBIÁ,PP,14/06/2003,
Galicia,Ourense,Rairiz de Veiga,BNG,16/06/2007,11/06/2011
Galicia,Ourense,Rairiz de Veiga,PP,11/06/2011,13/06/2015
Galicia,Ourense,Rairiz de Veiga,PP,13/06/2015,15/12/2015
Galicia,Ourense,Rairiz de Veiga,PP,21/01/2016,15/06/2019
Galicia,Ourense,Rairiz de Veiga,PP,15/06/2019,
Galicia,Ourense,Ramirás,PP,16/06/2007,11/06/2011
Galicia,Ourense,Ramirás,PP,11/06/2011,13/06/2015
Galicia,Ourense,Ramirás,PP,13/06/2015,15/06/2019
Galicia,Ourense,Ramirás,PSOE,15/06/2019,
Galicia,Pontevedra,Redondela,PSOE,16/06/2007,11/06/2011
Galicia,Pontevedra,Redondela,PP,11/06/2011,13/06/2015
